2017-01-25T09:24:27,CorridorMove,ON,100
2017-01-25T09:24:27,CorridorFrontMove,ON,100
2017-01-25T09:24:44,Kettle,ON,100
2017-01-25T09:24:50,CorridorMove,OFF,0
2017-01-25T09:24:50,CorridorFrontMove,OFF,0
2017-01-25T09:25:30,Radio,ON,100
2017-01-25T09:25:43,CupboardKitchen6,ON,100
2017-01-25T09:24:51,CupboardKitchen6,OFF,0
2017-01-25T09:29:11,Kettle,OFF,0
2017-01-26T09:17:58,LightBedroom,ON,100
2017-01-26T09:26:27,LightBedroom,OFF,0
2017-01-26T09:26:38,BedroomDoor,ON,100
2017-01-26T09:26:38,CorridorFrontMove,ON,100
2017-01-26T09:26:38,CorridorMove,ON,100
2017-01-26T09:27:04,BedroomDoor,OFF,0
2017-01-26T09:27:11,ToiletMove,ON,100
2017-01-26T09:27:20,CorridorFrontMove,OFF,0
2017-01-26T09:27:20,CorridorMove,OFF,0
2017-01-26T09:37:43,ToiletMove,OFF,0
2017-01-26T09:37:50,CorridorFrontMove,ON,100
2017-01-26T09:37:50,CorridorMove,ON,100
2017-01-26T09:38:01,Kettle,ON,100
2017-01-26T09:41:21,Kettle,OFF,0
2017-01-27T09:15:25,LightBedroom,ON,100
2017-01-27T09:20:48,LightBedroom,OFF,0
2017-01-27T09:21:01,BedroomDoor,ON,100
2017-01-27T09:21:01,CorridorMove,ON,100
2017-01-27T09:21:17,CorridorFrontMove,ON,100
2017-01-27T09:21:17,BedroomDoor,OFF,0
2017-01-27T09:21:20,ToiletMove,ON,100
2017-01-27T09:21:25,CorridorMove,OFF,0
2017-01-27T09:21:25,CorridorFrontMove,OFF,0
2017-01-27T09:25:20,ToiletMove,OFF,0
2017-01-27T09:26:01,CorridorFrontMove,ON,100
2017-01-27T09:26:02,CorridorMove,ON,100
2017-01-27T09:27:39,Kettle,ON,100
2017-01-27T09:27:45,CorridorMove,OFF,0
2017-01-27T09:27:45,CorridorFrontMove,OFF,0
2017-01-27T09:27:49,Kettle,OFF,0
2017-01-30T09:16:24,LightBedroom,ON,100
2017-01-30T09:19:46,LightBedroom,OFF,0
2017-01-30T09:20:27,BedroomDoor,ON,100
2017-01-30T09:20:27,CorridorMove,ON,100
2017-01-30T09:20:38,BedroomDoor,OFF,0
2017-01-30T09:20:38,CorridorFrontMove,ON,100
2017-01-30T09:20:40,ToiletMove,ON,100
2017-01-30T09:20:47,CorridorMove,OFF,0
2017-01-30T09:20:47,CorridorFrontMove,OFF,0
2017-01-30T09:24:38,ToiletMove,OFF,0
2017-01-30T09:26:07,CorridorMove,ON,100
2017-01-30T09:26:22,CorridorMove,OFF,0
2017-01-30T09:26:36,Kettle,ON,100
2017-01-30T09:26:39,CupboardKitchen6,ON,100
2017-01-30T09:27:03,CupboardKitchen6,OFF,0
2017-01-30T09:27:14,Radio,ON,100
2017-01-30T09:29:06,Kettle,OFF,0
2017-01-31T09:17:42,LightBedroom,ON,100
2017-01-31T09:21:24,LightBedroom,OFF,0
2017-01-31T09:21:30,BedroomDoor,ON,100
2017-01-31T09:21:30,CorridorFrontMove,ON,100
2017-01-31T09:21:38,BedroomDoor,OFF,0
2017-01-31T09:21:38,CorridorMove,ON,100
2017-01-31T09:21:40,ToiletMove,ON,100
2017-01-31T09:22:00,CorridorFrontMove,OFF,0
2017-01-31T09:22:00,CorridorMove,OFF,0
2017-01-31T09:25:32,ToiletMove,OFF,0
2017-01-31T09:26:54,CorridorMove,ON,100
2017-01-31T09:26:54,CorridorFrontMove,ON,100
2017-01-31T09:26:59,CorridorMove,OFF,0
2017-01-31T09:26:59,CorridorFrontMove,OFF,0
2017-01-31T09:26:59,Kettle,ON,100
2017-01-31T09:27:30,Radio,ON,100
2017-01-31T09:27:11,CupboardKitchen6,ON,100
2017-01-31T09:27:50,CupboardKitchen6,OFF,0
2017-01-31T09:29:41,Kettle,OFF,0
2017-02-01T09:17:12,LightBedroom,ON,100
2017-02-01T09:21:17,LightBedroom,OFF,0
2017-02-01T09:21:33,BedroomDoor,ON,100
2017-02-01T09:21:33,CorridorFrontMove,ON,100
2017-02-01T09:21:33,CorridorMove,ON,100
2017-02-01T09:21:51,BedroomDoor,OFF,0
2017-02-01T09:21:33,ToiletMove,ON,100
2017-02-01T09:21:51,CorridorFrontMove,OFF,0
2017-02-01T09:21:51,CorridorMove,OFF,0
2017-02-01T09:25:51,ToiletMove,OFF,0
2017-02-01T09:25:51,CorridorMove,ON,100
2017-02-01T09:26:14,CorridorMove,OFF,0
2017-02-01T09:26:14,Kettle,ON,100
2017-02-01T09:26:31,CupboardKitchen6,ON,100
2017-02-01T09:26:43,CupboardKitchen6,OFF,0
2017-02-01T09:29:05,Kettle,OFF,0
2017-02-02T09:16:15,LightBedroom,ON,100
2017-02-02T09:21:27,LightBedroom,OFF,0
2017-02-02T09:21:27,BedroomDoor,ON,100
2017-02-02T09:21:28,BedroomDoor,OFF,0
2017-02-02T09:21:28,CorridorFrontMove,ON,100
2017-02-02T09:21:28,CorridorMove,ON,100
2017-02-02T09:21:53,ToiletMove,ON,100
2017-02-02T09:21:48,CorridorFrontMove,OFF,0
2017-02-02T09:21:48,CorridorMove,OFF,0
2017-02-02T09:26:30,ToiletMove,OFF,0
2017-02-02T09:26:51,CorridorMove,ON,100
2017-02-02T09:26:53,CorridorFrontMove,ON,100
2017-02-02T09:27:14,CorridorMove,OFF,0
2017-02-02T09:27:14,CorridorFrontMove,OFF,0
2017-02-02T09:29:27,Kettle,ON,100
2017-02-02T09:29:40,CupboardKitchen6,ON,100
2017-02-02T09:30:11,CupboardKitchen6,OFF,0
2017-02-02T09:31:08,Kettle,OFF,0
2017-02-06T09:17:00,LightBedroom,ON,100
2017-02-06T09:21:32,LightBedroom,OFF,0
2017-02-06T09:21:41,BedroomDoor,ON,100
2017-02-06T09:21:49,CorridorMove,ON,100
2017-02-06T09:21:49,BedroomDoor,OFF,0
2017-02-06T09:21:49,CorridorFrontMove,ON,100
2017-02-06T09:21:51,ToiletMove,ON,100
2017-02-06T09:22:03,CorridorMove,OFF,0
2017-02-06T09:22:03,CorridorFrontMove,OFF,0
2017-02-06T09:26:55,ToiletMove,OFF,0
2017-02-06T09:27:43,CorridorMove,ON,100
2017-02-06T09:27:51,Kettle,ON,100
2017-02-06T09:27:51,CorridorMove,OFF,0
2017-02-06T09:27:58,CupboardKitchen6,ON,100
2017-02-06T09:28:22,CupboardKitchen6,OFF,0
2017-02-06T09:30:06,Kettle,OFF,0
